index	tweet_id	sentiment
5702	#1373792378952253444	2
5703	#1373746136222162945	2
5704	#1373517407436804096	0
5705	#1368991560210210818	1
5706	#1369037711441600512	1
5707	#1368916943747641346	1
5708	#1369003025084383241	1
5709	#1368882004767502342	2
5710	#1369003753324609537	2
5711	#1368962464545640462	2
5712	#1368901420636856325	1
5713	#1368840270645706752	2
5714	#1368884654430953473	2
5715	#1369045514436677634	1
5716	#1368940841742594049	2
5717	#1368972749465554952	1
5718	#1368965347001393153	2
5719	#1368961310759792641	1
5720	#1369137356285095938	2
5721	#1369065416509775872	2
5722	#1369020786711949318	0
5723	#1369116882041643011	1
5724	#1375746331516489728	0
5725	#1375896246007779332	2
5726	#1375843858119024641	2
5727	#1375878552038608900	1
5728	#1375701620160348162	2
5729	#1375682362282024963	2
5730	#1375926545592811522	2
5731	#1375740170524237828	2
5732	#1375842636242751488	2
5733	#1375956616483201027	0
5734	#1375987803125862401	2
5735	#1375821446568550402	2
5736	#1375840252695285764	2
5737	#1375971070252085251	1
5738	#1375916406789832711	2
5739	#1366832189296541704	2
5740	#1366870140973953030	2
5741	#1366752179017678857	2
5742	#1366684725595824131	2
5743	#1366866337520230400	2
5744	#1366825175967236106	2
5745	#1366920348600389636	2
5746	#1366901399657799682	1
5747	#1366797777162838016	0
5748	#1366682353905655809	2
5749	#1366940436418482187	2
5750	#1366885435847409665	2
5751	#1366833489782464512	0
5752	#1366906816588824577	2
5753	#1366823620924698624	2
5754	#1366765245029511169	2
5755	#1366621828060504067	1
5756	#1366747255584083969	2
5757	#1366888363740037124	2
5758	#1369721084656971778	1
5759	#1369638319852773380	2
5760	#1369654424356937729	2
5761	#1369812101322182657	2
5762	#1369662047173148675	2
5763	#1369683292971278336	2
5764	#1369776773026766848	2
5765	#1369670513497407495	0
5766	#1369659321206898692	2
5767	#1369606366701191168	2
5768	#1369873742051106818	1
5769	#1369679988841144323	2
5770	#1369839441968267266	2
5771	#1369698334286417928	0
5772	#1369663781496909824	0
5773	#1369722661132206087	1
5774	#1371020338964926466	2
5775	#1371078584643772422	0
5776	#1371018703161020416	2
5777	#1371185089443422210	2
5778	#1371201061780922372	0
5779	#1371141425996443651	1
5780	#1371061720605675521	2
5781	#1371113305654358018	2
5782	#1371281899843432450	2
5783	#1371181766929752068	2
5784	#1371044938566270979	2
5785	#1371267571392077827	1
5786	#1371117246932729858	1
5787	#1371115703563124741	2
5788	#1371244492397932548	0
5789	#1371176050172956677	2
5790	#1371035959232319489	2
5791	#1371166862768287748	0
5792	#1371011381529620490	0
5793	#1372752187416178702	2
5794	#1372523183144845315	2
5795	#1372586754037981194	2
5796	#1372444710002962433	1
5797	#1372734134515294208	2
5798	#1372532852236165121	2
5799	#1372561111053139973	2
5800	#1372615496093233155	2
5801	#1372710137476055041	2
5802	#1372628369989308421	2
5803	#1372600552228585473	0
5804	#1372485536577912833	1
5805	#1372674439419166723	2
5806	#1372575764726571017	2
5807	#1372580993073303553	1
5808	#1372475361695576072	2
5809	#1372682166904123396	2
5810	#1372608748397600770	2
5811	#1380069163343953920	2
5812	#1380271212841025539	2
5813	#1380094272591003648	2
5814	#1380071284067995649	2
5815	#1380214468345487364	1
5816	#1380358084707647490	2
5817	#1380329297509019648	2
5818	#1380039112460099584	1
5819	#1380168058757505033	2
5820	#1380160101139542016	2
5821	#1380330491858014208	2
5822	#1380254508220096523	2
5823	#1380308757117333506	2
5824	#1380228970516508678	2
5825	#1380072649561358364	1
5826	#1380339353633710080	2
5827	#1380227746773803010	2
5828	#1375353258844286976	1
5829	#1375599825023074306	0
5830	#1375547739463954432	2
5831	#1375468390530310148	0
5832	#1375423160829538305	2
5833	#1375502070808113160	2
5834	#1375443303588499458	2
5835	#1375368173189533697	2
5836	#1375300980338724865	1
5837	#1375413706549514242	1
5838	#1375581559458312194	2
5839	#1375311899999432704	2
5840	#1375494753765179395	2
5841	#1375382220995694592	0
5842	#1375331064697253893	1
5843	#1362305848391979008	2
5844	#1362618093651034112	2
5845	#1362378642551042048	0
5846	#1362383007743639558	2
5847	#1362270143980720128	1
5848	#1362523711992119300	0
5849	#1362567642112876545	1
5850	#1362486993523941378	2
5851	#1362336819103363074	2
5852	#1362395722293727233	2
5853	#1362428773627387905	1
5854	#1362503274511892489	2
5855	#1362464359834914816	2
5856	#1362480294977179650	1
5857	#1362268550933708800	2
5858	#1366225029814390791	2
5859	#1366180613296824322	1
5860	#1366185608419377153	2
5861	#1366103663593332740	2
5862	#1365936309865385985	2
5863	#1366187757882728449	2
5864	#1365991145495425025	2
5865	#1365919377913229312	2
5866	#1366089379094155269	1
5867	#1365942314582102018	2
5868	#1366076084765290503	1
5869	#1366128069283614727	2
5870	#1365961776869875718	2
5871	#1366103480591605760	1
5872	#1365934656537858051	2
5873	#1365896852210614279	0
5874	#1373977772243230721	2
5875	#1374031070593703944	2
5876	#1374001072587599876	0
5877	#1374095658953666560	2
5878	#1373937205341782022	2
5879	#1374066354836406274	2
5880	#1373952925576392705	1
5881	#1374100034338295813	2
5882	#1374132986694803460	2
5883	#1374014410595909637	1
5884	#1373928406224625666	2
5885	#1374048174244048902	0
5886	#1373919538694258691	0
5887	#1374045448848211971	2
5888	#1374144934828240912	2
5889	#1374015702882004992	2
5890	#1374084731873136644	2
5891	#1373912973538848769	2
5892	#1374051008729518088	2
5893	#1372271721680633864	2
5894	#1372173633569837066	2
5895	#1372180250248015882	2
5896	#1372130455902949380	2
5897	#1372197553362636802	2
5898	#1372109869755424768	2
5899	#1372150097195237377	2
5900	#1372218366014935042	2
5901	#1372389042394955777	1
5902	#1372183754802933761	1
5903	#1372302094963720194	2
5904	#1372308646382682113	2
5905	#1372326873359847424	2
5906	#1372231430357532676	2
5907	#1372089328180989953	2
5908	#1378372782464065539	1
5909	#1378333978306961417	2
5910	#1378342048017825795	0
5911	#1378274375640748034	2
5912	#1378385716099608578	2
5913	#1378426776179908611	0
5914	#1378437645542555654	0
5915	#1378234963573673984	2
5916	#1378276478161453060	0
5917	#1378374649713672195	0
5918	#1378376606343786498	2
5919	#1378285805827932161	0
5920	#1378494961470046208	2
5921	#1378499425211940868	0
5922	#1378530740548349952	2
5923	#1378257269889056771	1
5924	#1378467344175951874	2
5925	#1378407933394976772	0
5926	#1374788220420907011	2
5927	#1374770461087764483	1
5928	#1374881182958022662	0
5929	#1374803091741024258	2
5930	#1374784820757299202	2
5931	#1374771574360961033	1
5932	#1374730480373825548	1
5933	#1374651681821065216	0
5934	#1374875493141508099	2
5935	#1374791641312198661	2
5936	#1374786235000967170	1
5937	#1374857154079961091	1
5938	#1374708577454022661	1
5939	#1374774409274089472	2
5940	#1381932390726139904	0
5941	#1381950353025998850	0
5942	#1381978878533644292	2
5943	#1382070399702286342	2
5944	#1381994695400824843	0
5945	#1381927046029275139	2
5946	#1381956757681893387	2
5947	#1381977356869505024	2
5948	#1381991030329868288	0
5949	#1381967268834205697	0
5950	#1381885958468079616	1
5951	#1382026019230613516	0
5952	#1381928365184188420	2
5953	#1381872912680906755	0
5954	#1382168436449669121	0
5955	#1382040732089786368	2
5956	#1381882440407392258	2
5957	#1381911263698018304	1
5958	#1381887531332042754	2
5959	#1381983452195651589	0
5960	#1377110660991963139	2
5961	#1377236579308158977	2
5962	#1377214089483665412	2
5963	#1377376411044868099	2
5964	#1377422744934047747	2
5965	#1377290705895313409	2
5966	#1377233338587607040	0
5967	#1377327580659912704	2
5968	#1377287414981349378	2
5969	#1377224907654885377	2
5970	#1377371051634556930	2
5971	#1377333240755707904	2
5972	#1377281771218235404	2
5973	#1377219084752973824	2
5974	#1377289504474599426	1
5975	#1377306169576919061	1
5976	#1377116043190005762	1
5977	#1377173499014307841	1
5978	#1381383603314114567	1
5979	#1381312166242963462	0
5980	#1381247594152738829	2
5981	#1381265024384110594	0
5982	#1381364583328272386	2
5983	#1381376353291923456	2
5984	#1381223428531830784	1
5985	#1381108280836112385	2
5986	#1381416454327795716	2
5987	#1381147564528001025	2
5988	#1381353902486994946	2
5989	#1381431010550767623	0
5990	#1381180213174931456	2
5991	#1381328773438697476	2
5992	#1381122051776241666	0
5993	#1381272115656155140	2
5994	#1381321303752208385	0
5995	#1381373569624502274	2
5996	#1369287517388894216	2
5997	#1369321727289921544	2
5998	#1369317651038806018	2
5999	#1369183407645749248	0
6000	#1369218904275435521	2
6001	#1369327524958834691	2
6002	#1369444137762701319	2
6003	#1369290213202268170	2
6004	#1369306901268332545	1
6005	#1369339758137249800	1
6006	#1369302179429953542	1
6007	#1369333374695788546	2
6008	#1369402631907651588	1
6009	#1369203168878419971	2
6010	#1369353351650025475	2
6011	#1369362071335407616	2
6012	#1369186807661948930	2
6013	#1369413885808287749	1
6014	#1361965284932820994	0
6015	#1361949350088364036	2
6016	#1361982484662153216	1
6017	#1362009338236305413	2
6018	#1362085131251376128	1
6019	#1362099819393650690	2
6020	#1362165541646069768	2
6021	#1362190150873325570	2
6022	#1362132469328281600	2
6023	#1361935662870458368	2
6024	#1361947378203447304	2
6025	#1362141794750889986	0
6026	#1362152725455269894	0
6027	#1362097288886120454	2
6028	#1361563174735147009	0
6029	#1361705725706203143	2
6030	#1361597407503527937	2
6031	#1361767281399857152	2
6032	#1361573357263745030	1
6033	#1361661240787918849	2
6034	#1361694997360295943	2
6035	#1361732007294771203	2
6036	#1361700998201376769	2
6037	#1361770064626610176	0
6038	#1361698466435649536	2
6039	#1361615576565768195	1
6040	#1361822119986749442	1
6041	#1361838796933849101	0
6042	#1361546491450556417	2
6043	#1382751383997313024	2
6044	#1382732175708131333	2
6045	#1382767626942873604	1
6046	#1382697214225567751	1
6047	#1382801757156356097	2
6048	#1382679681820938241	2
6049	#1382760881377906697	2
6050	#1382750471358664707	1
6051	#1382834062486872065	2
6052	#1382868254528479233	2
6053	#1382661048482865152	2
6054	#1382791546391703554	0
6055	#1382847323487748107	2
6056	#1382676434876039168	0
6057	#1382740259226615813	1
6058	#1382654409906270212	0
6059	#1365637893016977408	2
6060	#1365701184842051586	1
6061	#1365807703524843521	2
6062	#1365718190588764167	1
6063	#1365804951335821318	2
6064	#1365825650473508864	2
6065	#1365808731506823172	2
6066	#1365810419936489483	2
6067	#1365617579230957571	1
6068	#1365658091992326148	2
6069	#1365666070204448769	2
6070	#1365798735490473985	2
6071	#1365738904402464770	2
6072	#1365775132770398212	2
6073	#1365573543908540418	2
6074	#1365840025783476229	2
6075	#1365706320528232454	2
6076	#1365651293641928704	2
6077	#1365876481444900864	1
6078	#1361269161092079616	2
6079	#1361402079944843278	2
6080	#1361209527434153987	2
6081	#1361365443840274433	2
6082	#1361181832348278784	1
6083	#1361381193372078080	2
6084	#1361392220314607616	2
6085	#1361398090377293826	0
6086	#1361448609930047491	1
6087	#1361181810936320007	2
6088	#1361185405341634563	2
6089	#1361379350461902848	2
6090	#1361336763982229506	0
6091	#1361466809711529985	2
6092	#1361406953138708481	1
6093	#1361399008502104069	2
6094	#1362657322821115905	2
6095	#1362816930864889856	2
6096	#1362800970418249729	0
6097	#1362798531854139403	1
6098	#1362953380339978244	0
6099	#1362875408488742917	2
6100	#1362771439196143624	0
6101	#1362900053317324801	2
6102	#1362742633622343682	0
6103	#1362690912703422467	2
6104	#1362901562285318148	2
6105	#1362916154310873088	2
6106	#1362984367484784641	2
6107	#1362828692498579456	1
6108	#1362875146944581638	2
6109	#1362809948078415873	2
6110	#1376887913707896832	2
6111	#1376778951385825280	2
6112	#1377004271460347916	1
6113	#1376964206105395201	2
6114	#1376749298335936512	2
6115	#1377037058456215554	1
6116	#1376972594340106243	2
6117	#1377051834846707718	1
6118	#1376939540347154433	2
6119	#1376936912594829318	0
6120	#1376903294954639361	1
6121	#1377033987177254912	1
6122	#1376853832676868100	2
6123	#1376831595148115974	1
6124	#1376965629010309123	2
6125	#1380957893705428993	1
6126	#1380972858877313032	2
6127	#1380880279062114307	1
6128	#1381094534449405953	2
6129	#1380845214118551552	0
6130	#1380807769348046848	2
6131	#1380926400698454022	2
6132	#1380920609304088579	2
6133	#1380851823783841794	2
6134	#1380865889139036161	0
6135	#1380787993963859970	2
6136	#1380991463354478597	2
6137	#1380937062027829253	0
6138	#1380765537668489220	2
6139	#1381036210555023361	2
6140	#1380895837887270912	2
6141	#1380938169793843203	2
6142	#1380898146914594820	2
6143	#1381076372098015235	0
6144	#1364912361790922753	2
6145	#1364906236953718785	0
6146	#1365045449061728257	2
6147	#1364899704354590720	2
6148	#1365115373809520641	2
6149	#1365021012052439043	2
6150	#1365022456084389889	2
6151	#1365044258793811969	0
6152	#1364969032319926278	1
6153	#1365008923443437571	2
6154	#1365148599101890563	2
6155	#1365056598150946824	2
6156	#1364871899885555714	2
6157	#1364969454715691008	2
6158	#1364941497251090437	2
6159	#1364999327496556544	1
6160	#1364947965559906308	1
6161	#1370083350287806465	2
6162	#1369918872665550850	1
6163	#1369993995317874688	2
6164	#1370174415640625152	0
6165	#1370185284218990592	2
6166	#1370162922538860548	1
6167	#1370054608257683460	2
6168	#1370090400157986823	2
6169	#1370139091291926529	1
6170	#1370107331380453376	2
6171	#1370204746389262336	1
6172	#1370124509739511809	2
6173	#1370230950064447488	2
6174	#1370161594571788288	2
6175	#1369892149865627649	2
6176	#1370083073900093443	2
6177	#1370051935039012864	2
6178	#1369881118766329858	2
6179	#1376237903358128130	2
6180	#1376287994370482178	2
6181	#1376186314886897666	2
6182	#1376180170177003523	2
6183	#1376379142086782983	2
6184	#1376193481593528327	0
6185	#1376196641791873025	2
6186	#1376159460209668098	1
6187	#1376198262177329156	2
6188	#1376128110840709129	1
6189	#1376240806076502019	2
6190	#1376228003412279296	0
6191	#1376368777156300801	1
6192	#1376093086300958727	2
6193	#1376323579722276865	2
6194	#1376112781754314757	0
6195	#1376182925201338371	1
6196	#1376227979634745347	2
6197	#1376181552506417157	2
6198	#1367932402027409410	2
6199	#1367891625385619459	2
6200	#1367946773843546116	0
6201	#1367859842363326471	1
6202	#1367871196918779908	2
6203	#1367853183918280710	2
6204	#1367906987598635008	2
6205	#1367815498646368262	2
6206	#1367803382065430538	2
6207	#1367717143677005826	2
6208	#1367879715114131456	2
6209	#1367935075178995719	2
6210	#1367877015689428992	2
6211	#1367912517436141568	2
6212	#1367942192417890314	2
6213	#1367993760446054402	2
6214	#1368012951643426816	1
6215	#1367721493115805697	2
6216	#1371848370285858824	2
6217	#1371673746495447040	2
6218	#1371742727486984193	2
6219	#1371942607102828544	0
6220	#1372004632277491716	2
6221	#1371824774930952193	0
6222	#1371954226113429508	0
6223	#1371815444588470276	2
6224	#1371869489273311233	1
6225	#1371800721390137346	2
6226	#1371925562118258692	2
6227	#1371999393797275652	2
6228	#1371938071562752001	2
6229	#1371844065289994247	2
6230	#1371722670224597000	2
6231	#1371804700182515712	2
6232	#1371852318132555787	2
6233	#1370570010930872323	2
6234	#1370332038688038914	2
6235	#1370272923810926594	2
6236	#1370424170639618051	2
6237	#1370405607904264196	2
6238	#1370513655578591234	2
6239	#1370389148771741701	0
6240	#1370355824577679362	1
6241	#1370506160009322502	2
6242	#1370489778433560578	2
6243	#1370572473889128449	2
6244	#1370410577772826626	2
6245	#1370459393251291141	1
6246	#1370256423364521984	0
6247	#1370476273617793025	0
6248	#1368662961859002375	2
6249	#1368430983788126214	2
6250	#1368719951389990915	2
6251	#1368721143683747844	2
6252	#1368563314771570690	2
6253	#1368488476962811905	2
6254	#1368548925880160265	1
6255	#1368508175108874244	2
6256	#1368526513025466374	1
6257	#1368599740863156226	2
6258	#1368630872572899331	2
6259	#1368596769265786880	2
6260	#1368481883412135936	2
6261	#1368751167770034178	1
6262	#1368730922456133632	2
6263	#1368562459540389890	2
6264	#1368556472074960897	1
6265	#1368711316534292483	2
6266	#1368672795362738177	2
6267	#1378089903427350536	2
6268	#1377905304847847433	2
6269	#1377939635054071820	2
6270	#1377837925879181312	0
6271	#1378120030555082753	2
6272	#1377887869356834817	2
6273	#1378036285944819713	2
6274	#1378148917251092481	2
6275	#1378082382025273350	1
6276	#1378068307014791174	2
6277	#1380587436984692739	2
6278	#1380603942304890883	2
6279	#1380537747249659904	2
6280	#1380548822040858624	0
6281	#1380414085657997312	2
6282	#1380616847041646596	2
6283	#1380589274177937411	2
6284	#1380707309396103170	2
6285	#1380421226770747392	2
6286	#1380492318701203458	1
6287	#1380596673429303296	2
6288	#1380420269584625666	2
6289	#1380580294533771267	2
6290	#1380505919243616262	2
6291	#1380587555746369536	0
6292	#1380513327982407685	2
6293	#1380637907937947648	2
6294	#1380684260831600641	2
6295	#1378802370398859264	1
6296	#1378631057852010497	1
6297	#1378837486336610310	0
6298	#1378595691103186947	1
6299	#1378573305737846785	2
6300	#1378814824914751493	2
6301	#1378650249728692232	2
6302	#1378806462336561156	1
6303	#1378752292728496131	2
6304	#1378902010687332356	2
6305	#1378606976452722688	2
6306	#1378621363116634114	1
6307	#1378858705391849479	2
6308	#1378894502941761537	2
6309	#1378620473639120897	2
6310	#1378714402157903879	2
6311	#1373240688637280258	1
6312	#1373399980686315521	2
6313	#1373288419061825540	2
6314	#1373451137869869057	1
6315	#1373440280603590659	2
6316	#1373412631512375299	0
6317	#1373248174404599809	0
6318	#1373415846853361669	0
6319	#1373273628297543683	2
6320	#1373364029910097930	2
6321	#1373254242400530445	1
6322	#1373276116941701122	1
6323	#1373180685083545602	1
6324	#1373286397436694534	1
6325	#1373176827007574017	2
6326	#1379047292741812229	2
6327	#1379246555857883137	1
6328	#1379163258553315330	2
6329	#1379115468406013955	2
6330	#1379201308876546053	2
6331	#1379086844105658376	2
6332	#1379145957141409795	0
6333	#1379088140367986692	2
6334	#1379121983678517252	0
6335	#1379137172041838592	2
6336	#1379110909889548289	2
6337	#1379084403989737472	2
6338	#1379188736412508164	1
6339	#1379122180005326851	1
6340	#1379247992478306304	2
6341	#1378996783611793413	1
6342	#1379244104937172992	2
6343	#1378957528743079937	2
6344	#1363895836565008388	2
6345	#1363984231207235587	1
6346	#1363779333144285185	1
6347	#1363868778153598976	2
6348	#1363860639840690179	2
6349	#1363796379588386827	2
6350	#1363751698360115200	2
6351	#1363807544578310153	2
6352	#1363844500771102725	2
6353	#1363790822362210309	2
6354	#1364032615821565954	2
6355	#1363860642000760843	1
6356	#1363925699002703873	2
6357	#1363848726524035073	1
6358	#1363959910002790404	1
6359	#1363780291651903490	2
6360	#1363895739731034112	2
6361	#1363970140023390208	2
6362	#1368192395028860937	2
6363	#1368070849685716993	0
6364	#1368207254525247489	1
6365	#1368241523381448704	2
6366	#1368198447493488648	2
6367	#1368117676329988096	0
6368	#1368277178966827015	0
6369	#1368258148587495424	2
6370	#1368199738697388032	2
6371	#1368293308922032131	2
6372	#1368296718090043398	1
6373	#1368125075891757057	2
6374	#1368199998048002052	0
6375	#1368214746839871494	2
6376	#1368221939630624771	2
6377	#1368384429811511303	0
6378	#1368154538348253187	0
6379	#1368203339964448768	1
6380	#1368300369139400712	2
6381	#1368258827863257089	2
6382	#1364326694148997120	2
6383	#1364413207847313409	2
6384	#1364124567426400263	2
6385	#1364224335569842176	2
6386	#1364298542630776833	2
6387	#1364435778814709762	1
6388	#1364291635367055361	2
6389	#1364078710027030528	1
6390	#1364373951850426370	2
6391	#1364080721116205056	0
6392	#1364314367693529088	2
6393	#1364436300787425283	0
6394	#1364246170558685184	2
6395	#1364245395522678792	1
6396	#1364212553220415494	2
6397	#1364264405085675520	2
6398	#1364176059093016576	1
6399	#1366983123712540676	2
6400	#1367314395831885824	2
6401	#1367018418176745480	0
6402	#1366997241857253376	2
6403	#1366982221022826497	0
6404	#1367233412801695746	2
6405	#1367068749652766727	2
6406	#1367026844214595593	2
6407	#1367126357797335040	2
6408	#1367068688730513409	2
6409	#1367319315746349056	2
6410	#1367092785921228805	1
6411	#1367271665672073217	2
6412	#1367259172463665154	2
6413	#1367083688601747457	1
6414	#1367028226598518791	2
6415	#1367138779945984006	2
6416	#1367143966081052680	0
6417	#1372840738661220357	2
6418	#1372947323697958913	2
6419	#1372823707756924928	2
6420	#1372877687908229121	1
6421	#1373054175878201353	1
6422	#1373005876601126914	2
6423	#1372925941043884032	2
6424	#1372986461113483272	2
6425	#1372917394570670082	2
6426	#1372941503937572868	2
6427	#1372792281258807297	0
6428	#1372791363490648064	1
6429	#1372945711088685056	0
6430	#1372926591337127936	2
6431	#1372876799886176258	2
6432	#1372942188733206543	2
6433	#1372827567028195329	2
6434	#1373039141299089413	2
6435	#1372811993283977220	2
6436	#1381648613659570177	2
6437	#1381627846595076102	2
6438	#1381636365201326081	2
6439	#1381621722412113921	2
6440	#1381492111439171586	0
6441	#1381683741362429957	0
6442	#1381551148713316352	2
6443	#1381632263675330560	0
6444	#1381698304656953346	1
6445	#1381771318119522304	1
6446	#1381682418499772417	2
6447	#1381504160844107776	0
6448	#1381667894896037889	2
6449	#1381668817756119051	2
6450	#1363494355961475073	0
6451	#1363641116759851009	0
6452	#1363533736051044352	1
6453	#1363543977673297920	2
6454	#1363552834625691654	2
6455	#1363626828724924417	2
6456	#1363581743207510016	0
6457	#1363408683376459779	1
6458	#1363694111140712452	0
6459	#1363368370796658689	2
6460	#1363490105579683845	2
6461	#1363574102938685441	0
6462	#1363451205347905539	0
6463	#1363534807825739776	0
6464	#1363472853316812802	2
6465	#1363609731659534339	2
6466	#1379538609108303872	2
6467	#1379479359858356234	2
6468	#1379322600455802880	2
6469	#1379443826486603781	2
6470	#1379490325358465024	2
6471	#1379444165658828814	2
6472	#1379328878607536128	2
6473	#1379577568169488386	0
6474	#1379446608882901006	2
6475	#1379316670712459265	0
6476	#1379563369615609856	1
6477	#1379523056381485059	2
6478	#1379393086183284737	2
6479	#1379479883907096576	2
6480	#1379291789820067840	2
6481	#1364570823051345922	2
6482	#1364713758233272320	1
6483	#1364565747318554624	2
6484	#1364464355857817602	2
6485	#1364546715370545152	2
6486	#1364603256790417410	2
6487	#1364591891757600768	2
6488	#1364769699771383811	2
6489	#1364581862883139584	0
6490	#1364693636118683654	2
6491	#1364784066524930049	2
6492	#1364683055261224962	2
6493	#1364597037728206850	2
6494	#1364690980734124037	2
6495	#1364739091544309762	2
6496	#1364601002180177925	0
6497	#1364568447275962368	2
6498	#1364494041589628928	2
6499	#1367582333814022148	2
6500	#1367538045549969408	1
6501	#1367364938834964481	2
6502	#1367387209758896129	2
6503	#1367626194385051648	2
6504	#1367672458375876609	0
6505	#1367473684223516677	2
6506	#1367350751622668288	2
6507	#1367631209724010506	2
6508	#1367389599127928835	0
6509	#1367342502953459721	2
6510	#1367588223757688833	2
6511	#1367390431386951681	1
6512	#1367459813865758722	2
6513	#1367573772723699716	2
6514	#1367479791868203022	1
6515	#1414689237711167495	2
6516	#1414670869205438466	2
6517	#1414672124363509762	0
6518	#1414698013797359623	2
6519	#1414699547385909249	0
6520	#1414672156881981442	0
6521	#1414794101640339456	2
6522	#1414745110496092167	0
6523	#1414501368035872774	2
6524	#1414459815976267777	2
6525	#1414750692393340928	2
6526	#1414770718831640583	0
6527	#1414649715099058184	0
6528	#1414672391716806659	1
6529	#1414441051868344321	2
6530	#1414771952913354759	0
6531	#1414701108686110725	0
6532	#1414681750735769611	0
6533	#1414758981051027457	1
6534	#1414772140486823937	2
6535	#1408772091789389825	2
6536	#1408706100493492225	1
6537	#1408788383376289793	1
6538	#1408862669189300224	0
6539	#1408714879922364421	2
6540	#1408649422943051779	0
6541	#1408969106192318469	1
6542	#1408818678498574343	0
6543	#1408655225699934209	1
6544	#1408850779797024768	2
6545	#1408657001400483846	2
6546	#1408840120963276800	2
6547	#1408798375152173058	2
6548	#1408959668295241732	2
6549	#1408812610322116612	2
6550	#1408873780055785473	0
6551	#1408824355065253894	2
6552	#1408853251026477060	2
6553	#1408844338843488262	1
6554	#1424525356091027461	2
6555	#1424556302878093314	2
6556	#1424496397395562497	2
6557	#1424484250846306304	2
6558	#1424420511224827907	0
6559	#1424560606372405248	0
6560	#1424301146835914757	2
6561	#1424362787149656065	2
6562	#1424389547446706183	0
6563	#1424381975100489734	1
6564	#1424485769520033793	1
6565	#1424324190014951427	2
6566	#1424378981172842500	2
6567	#1424309089815908352	2
6568	#1424366185307586562	0
6569	#1424276675156578306	2
6570	#1424438180321714180	2
6571	#1424378298277109763	2
6572	#1424448367334068231	1
6573	#1424496207053864964	1
6574	#1420927425156816897	1
6575	#1420947308590551047	2
6576	#1420779144552538115	2
6577	#1420853842888040456	1
6578	#1420928181129793538	2
6579	#1420853586054066180	1
6580	#1420913903094145025	0
6581	#1420817663689900036	2
6582	#1420955859560144908	1
6583	#1420681290903396356	0
6584	#1420842326713372672	1
6585	#1420847454036008961	0
6586	#1420840457727270918	0
6587	#1420598235605897221	0
6588	#1420674930568478724	2
6589	#1420893883769176065	1
6590	#1420768717684756484	2
6591	#1420831916320862214	1
6592	#1420657307021725697	0
6593	#1425172895261732868	0
6594	#1425192018003771395	2
6595	#1425129824343920640	2
6596	#1425239905857323015	2
6597	#1425122605791580163	2
6598	#1425251252858916873	2
6599	#1425183931914231818	2
6600	#1424982178119651328	2
6601	#1425184222659100675	2
6602	#1424962329402298394	2
6603	#1425205060385099780	1
6604	#1425117031087710209	2
6605	#1424977220620197889	2
6606	#1425089490738159620	0
6607	#1425050670747557918	2
6608	#1425107481336991761	1
6609	#1425241736759107591	0
6610	#1423019575554228227	0
6611	#1423045140306972676	2
6612	#1422979399624835076	2
6613	#1422973386700042245	1
6614	#1423002681841491972	2
6615	#1422980656628260866	0
6616	#1423082961713328130	2
6617	#1422854426675585027	1
6618	#1423057905067208710	2
6619	#1423093891394416641	0
6620	#1422996245908496387	0
6621	#1423054440085475328	2
6622	#1423015050944651268	0
6623	#1422879360948727810	2
6624	#1422830023963152388	1
6625	#1422965451550822413	2
6626	#1423103606539046915	1
6627	#1423120080540377090	0
6628	#1406500446924066819	2
6629	#1406607252937711617	1
6630	#1406798304155947011	1
6631	#1406822720252223489	2
6632	#1406806361933975556	2
6633	#1406488699752304640	2
6634	#1406809182968303621	2
6635	#1406627097834135560	1
6636	#1406821461684211715	2
6637	#1406790003485667328	2
6638	#1406623648455086082	0
6639	#1406771974655799297	2
6640	#1406572956474544133	2
6641	#1406554670441668610	1
6642	#1407683041112195074	2
6643	#1407897461352321024	2
6644	#1407594532808450048	2
6645	#1407753140393463813	0
6646	#1407605118288207873	2
6647	#1407783542474563584	0
6648	#1407780942144548873	1
6649	#1407813317536722955	0
6650	#1407761057838342146	2
6651	#1407622994227236865	1
6652	#1407628932698890241	2
6653	#1407579256788590594	2
6654	#1407869400707895298	1
6655	#1407602173358206979	0
6656	#1407805416290070533	1
6657	#1407586149133012992	2
6658	#1407551083967356930	2
6659	#1413797289022394369	2
6660	#1413836297710473222	2
6661	#1414058629922185217	2
6662	#1413737385452580865	1
6663	#1413771400901382146	1
6664	#1413932482630541313	0
6665	#1413774386989965313	2
6666	#1413765578653782017	2
6667	#1413875104426176515	2
6668	#1413931343369707526	2
6669	#1413870370055094275	0
6670	#1413897453510832137	0
6671	#1413911545445195791	2
6672	#1413867066990469121	1
6673	#1413783339601997827	2
6674	#1414038301376352256	2
6675	#1413921098580758528	0
6676	#1414044592970731525	2
6677	#1414050884724531206	2
6678	#1417189039007010826	1
6679	#1417314863383257088	0
6680	#1417186478724165652	2
6681	#1417312519664795648	2
6682	#1417161568593321986	2
6683	#1417248731297198081	0
6684	#1417149995380133888	2
6685	#1417098232060997639	2
6686	#1417211645928017926	2
6687	#1417116613879517184	2
6688	#1417179951049187339	2
6689	#1417217174796738568	2
6690	#1417328159100481547	1
6691	#1412694150760239104	2
6692	#1412714071447592960	2
6693	#1412811223964565508	2
6694	#1412973688526233629	2
6695	#1412691550459604992	2
6696	#1412628594036252674	1
6697	#1412717891275788291	2
6698	#1412812770748346369	2
6699	#1412911264720896002	2
6700	#1412730474636582917	2
